1,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
2,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
3,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
4,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
5,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
6,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
7,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
8,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
9,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
10,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
11,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
12,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
13,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
14,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
15,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
16,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
17,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
18,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
19,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
20,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
21,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
22,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
23,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
24,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
25,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
26,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
27,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
28,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
29,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
30,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
31,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
32,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
33,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
34,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
35,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
36,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
37,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
38,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
39,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
40,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
41,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
42,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
43,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
44,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
45,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
46,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
47,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
48,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
49,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
50,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
51,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
52,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
53,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
54,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
55,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
56,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
57,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
58,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
59,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
60,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
61,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
62,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
63,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
64,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
65,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
66,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
67,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
68,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
69,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
70,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
71,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
72,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
73,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
74,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
75,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
76,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
77,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
78,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
79,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
80,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
81,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
82,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
83,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
84,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
85,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
86,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
87,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
88,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
89,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
90,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
91,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
92,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
93,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
94,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
95,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
96,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
97,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
98,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
99,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
100,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
101,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
102,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
103,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
104,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
105,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
106,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
107,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
108,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
109,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
110,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
111,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
112,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
113,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
114,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
115,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
116,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
117,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
118,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
119,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
120,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
121,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
122,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
123,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
124,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
125,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
126,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
127,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
128,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
129,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
130,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
131,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
132,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
133,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
134,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
135,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
136,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
137,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
138,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
139,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
140,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
141,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
142,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
143,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
144,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
145,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
146,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
147,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
148,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
149,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
150,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
151,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
152,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
153,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
154,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
155,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
156,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
157,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
158,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
159,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
160,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
161,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
162,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
163,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
164,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
165,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
166,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
167,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
168,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
169,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
170,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
171,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
172,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
173,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
174,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
175,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
176,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
177,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
178,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
179,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
180,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
181,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
182,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
183,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
184,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
185,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
186,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
187,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
188,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
189,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
190,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
191,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
192,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
193,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
194,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
195,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
196,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
197,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
198,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
199,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
200,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
201,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
202,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
203,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
204,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
205,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
206,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
207,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
208,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
209,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
210,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
211,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
212,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
213,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
214,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
215,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
216,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
217,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
218,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
219,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
220,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
221,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
222,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
223,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
224,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
225,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
226,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
227,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
228,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
229,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
230,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
231,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
232,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
233,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
234,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
235,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
236,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
237,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
238,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
239,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
240,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
241,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
242,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
243,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
244,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
245,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
246,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
247,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
248,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
249,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
250,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
251,G-shok,10,8,one per box,29.0,10.0,22.0,9.0,1
